"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",0,0,0
2,75,60,67.5,"N",0,0,0
3,60,45,52.5,"N",7.87,3,14.525
4,45,30,37.5,"N",84.01,65.95,101
5,30,15,22.5,"N",12.61,7,20.525
6,15,0,7.5,"N",0.03,0,0.524999999999991
7,0,-15,-7.5,"S",0.32,0,2
8,-15,-30,-22.5,"S",5.27,2,10
9,-30,-45,-37.5,"S",2.24,0,5
10,-45,-60,-52.5,"S",0,0,0
11,-60,-75,-67.5,"S",0,0,0
12,-75,-90,-82.5,"S",0,0,0
